COD_PROD;DES_PROD;COD_GROUP;COD_FAM;COD_SFAM;COMPOSER;PA_HT;PA_TTC;VAL_MARGE;TX_MARGE;PV_HT;TX_TVA;MNT_TVA;PV_TTC;SITUATION;QTE_MIN;QTE_MAX;VENDABLE;LIVRABLE;TYPE_PROD;VALORISABLE;LIB_FACT;REDEVANCE;TX_REMISE;NUM_COMPT;NUM_COMPT_REM;SERIALISABLE;DEPOT_VENTE;FICHE_VENTE;ID_CLIENT;NUM_APPEL;DAT_MAJ;COD_USER;VALORISATION;TX_TIMBRE_RECHARGE;FLAG_LP;INTERNE;DES_WEB;FLAG_ESHOP;LP_CORPO;PV_HT_ESHOP;FLAG_3G;ACTIF;GAMME;GAMME_DASH_ID;FAMILLE_DASH_ID;FLAG_4G;OUTLET;FLAG_AFFICHER_RESERV;DAT_OUTLET;ORDRE;INFO_TIMBRE;FLAG_5G;EOL
7040012;ETUIT.TR / ALCATEL / PF2273;70;40;012;N;;;;;8;19;1;9;;;;O;N;R;O;ETUIT.TR / ALCATEL / PF2273;0;0;70521089900;4719000;O;O;N;;N;02/18/2026 11:30:59;1554;F;0;N;N;;N;N;;N;O;21;;;;N;;;;;;N
7040013;ETUIT.TR / SAMSUNG / PF2314;70;40;013;N;;;;;8;19;1;9;;;;O;N;R;O;ETUIT.TR / SAMSUNG / PF2314;0;0;70521089900;4719000;O;O;N;;N;02/18/2026 11:30:59;1554;F;0;N;N;;N;N;;N;O;21;;;;N;;;;;;N
5060168;PORTABLE MOTOROLA C168;50;60;168;N;;;;;88;19;17;105;N;;;O;O;R;O;PORTABLE MOTOROLA C168;0;0;4722121110;4719000;O;O;O;;O;02/18/2026 11:30:59;1269;;0;N;N;;N;N;89;N;N;11;;;;N;;;;;;N
5030632;PORTABLE NOKIA 6131;50;30;632;N;;;;;227;19;43;270;N;;;O;O;R;O;PORTABLE NOKIA 6131;0;0;4722121110;4719000;O;O;O;;O;02/18/2026 11:30:59;1269;;0;N;N;;N;N;229;N;N;11;;;;N;;;;;;N
5030080;PORTABLE NOKIA N80;50;30;080;N;;;;;453;19;86;539;N;;;O;O;R;O;PORTABLE NOKIA N80;0;0;4722121110;4719000;O;O;O;;O;02/18/2026 11:30:59;1269;;0;N;N;;N;N;457;N;N;11;;;;N;;;;;;N
5030091;PORTABLE NOKIA N91;50;30;091;N;;;;;823;19;156;979;N;;;O;O;R;O;PORTABLE NOKIA N91;0;0;4722121110;4719000;O;O;O;;O;02/18/2026 11:30:59;1269;;0;N;N;;N;N;830;N;N;11;;;;N;;;;;;N
5030061;PORTABLE NOKIA E61;50;30;061;N;;;;;571;19;108;679;N;;;O;O;R;O;PORTABLE NOKIA E61;0;0;4722121110;4719000;O;O;O;;O;02/18/2026 11:30:59;1269;;0;N;N;;N;N;575;N;N;11;;;;N;;;;;;N
5050350;PHILIPS 350;50;50;350;N;;;;;42;19;8;50;N;;;O;O;R;O;PHILIPS 350;0;0;4722121110;4719000;O;N;O;;O;02/18/2026 11:30:51;1269;;0;N;N;;N;N;42;N;N;11;;;;N;;;;;;N
5030331;3310;50;30;331;N;;;;;67;19;13;80;;;;O;O;R;O;3310;0;0;70121111ZZ;4719000;O;N;O;;O;02/18/2026 11:30:21;0551;;0;N;N;;N;N;73;N;O;11;12;8;;O;;;;;;N
5030351;3510;50;30;351;N;;;;;84;19;16;100;N;;;O;O;R;O;3510;0;0;70121111ZZ;4719000;O;N;O;;O;02/18/2026 11:30:21;1269;;0;N;N;;N;N;85;N;N;11;;;;N;;;;;;N
5020210;R210;50;20;210;N;;;;;50;19;10;60;;;;O;O;R;O;R210;0;0;70121111ZZ;4719000;O;N;O;;O;02/18/2026 11:30:20;0551;;0;N;N;;N;N;55;N;O;11;12;;;N;;;;;;N
9911000;COMPOSANT CARTE SIM POSTPAYE;99;11;000;N;;;;;17;19;3;20;;;;N;N;R;O;COMPOSANT CARTE SIM POSTPAYE;0;0;4722121110;4719000;O;N;N;;;02/18/2026 11:30:21;0551;;0;N;N;;N;N;;N;O;6;;;;N;;;;;;N
5030631;6310I;50;30;631;N;;;;;327;19;62;389;N;;;O;O;R;O;6310I;0;0;70121111ZZ;4719000;O;O;O;;O;02/18/2026 11:30:22;1269;;0;N;N;;N;N;330;N;N;11;;;;N;;;;;;N
5030661;6610;50;30;661;N;;;;;361;19;68;429;N;;;O;O;R;O;6610;0;0;70121111ZZ;4719000;O;O;O;;O;02/18/2026 11:30:22;1269;;0;N;N;;N;N;364;N;N;11;;;;N;;;;;;N
5030831;8310;50;30;831;N;;;;;293;19;56;349;N;;;O;O;R;O;8310;0;0;70121111ZZ;4719000;O;O;O;;O;02/18/2026 11:30:22;1269;;0;N;N;;N;N;296;N;N;11;;;;N;;;;;;N
8811008;FRAIS DE RESILIATION;88;11;008;N;;;;;67;19;13;80;;;;O;N;R;O;FRAIS DE RESILIATION;0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:30:22;0263;;0;N;N;;N;N;;N;O;;4;3;;N;;;30;N;;N
2020001;Kit PREPAYE / Sans Scratch Card;20;20;001;O;;;;;0;19;0;5;;;;O;O;R;O;Kit PREPAYE / Sans Scratch Card;0;0;472121110;4719000;O;N;O;;;02/18/2026 11:30:21;0551;;0;N;N;;N;N;;N;O;;;;;N;;;;;;N
8811006;REACTIVATION DE LIGNE;88;11;006;N;;;;;4;19;1;5;;;;N;N;R;O;REACTIVATION DE LIGNE;0;0;7051000003;4719000;N;N;N;;O;02/18/2026 11:30:21;0551;F;0;N;N;;N;N;;N;O;;;;;N;;;;N;;N
8811034;FRAIS DE MIGRATION 40 DT;88;11;034;N;;;;;34;19;6;40;;;;N;N;R;O;FRAIS DE MIGRATION 40 DT;0;0;70521089900;;N;N;N;;O;02/18/2026 11:30:48;0263;;0;N;N;;N;N;;N;O;;;;;N;;;;N;;N
8811011;FRAIS DE MIGRATION 18 DT;88;11;011;N;;;;;15;19;3;18;;;;N;N;R;O;FRAIS DE MIGRATION 18 DT;0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:30:21;0263;;0;N;N;;N;N;;N;O;;;;;N;;;;N;;N
8811012;FRAIS DE MIGRATION 36 DT;88;11;012;N;;;;;30;19;6;36;;;;N;N;R;O;FRAIS DE MIGRATION 36 DT;0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:30:21;0263;;0;N;N;;N;N;;N;O;;;;;N;;;;N;;N
8811013;FRAIS DE MIGRATION 54 DT;88;11;013;N;;;;;45;19;9;54;;;;N;N;R;O;FRAIS DE MIGRATION 54 DT;0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:30:21;0263;;0;N;N;;N;N;;N;O;;;;;N;;;;N;;N
5030341;3410;50;30;341;N;;;;;142;19;27;169;N;;;O;O;R;O;3410;0;0;70121111ZZ;4719000;O;O;O;;O;02/18/2026 11:30:22;1269;;0;N;N;;N;N;143;N;N;11;;;;N;;;;;;N
8811015;COPIE SUPP. FACTURE;88;11;015;N;;;;;0;19;0;1;;;;O;N;R;O;COPIE SUPP. FACTURE;0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:30:22;0263;F;0;N;N;;N;N;;N;O;;4;3;;N;;;33;N;;N
8811016;COPIE SUPP. FACTURE DETAILLE;88;11;016;N;;;;;3;19;0;3;;;;O;N;R;O;COPIE SUPP. FACTURE DETAILLE;0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:30:22;0263;F;0;N;N;;N;N;;N;O;;4;3;;N;;;34;N;;N
8811019;MIGRATION FORFAIT 38;88;11;019;N;;;;;32;19;6;38;;;;N;N;R;O;MIGRATION FORFAIT 38;0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:30:22;0263;;0;N;N;;N;N;;N;O;;;;;N;;;;N;;N
8811020;MIGRATION FORFAIT 57;88;11;020;N;;;;;48;19;9;57;;;;N;N;R;O;MIGRATION FORFAIT 57;0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:30:22;0263;;0;N;N;;N;N;;N;O;;;;;N;;;;N;;N
8811021;MIGRATION FORFAIT 76;88;11;021;N;;;;;64;19;12;76;;;;N;N;R;O;MIGRATION FORFAIT 76;0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:30:22;0263;;0;N;N;;N;N;;N;O;;;;;N;;;;N;;N
2020002;CONTRAT PREPAYE TASSHIL;20;20;002;O;;;;;0;19;0;5;;;;O;O;R;O;CONTRAT PREPAYE TASSHIL;0;0;472121110;4719000;O;N;O;;;02/18/2026 11:30:22;0551;;0;N;N;;N;N;;N;O;;;;;N;;;;;;N
2020003;KIT LIGNE PREPAYE TASSHIL;20;20;003;O;;;;;0;19;0;124;;;;N;O;R;O;KIT LIGNE PREPAYE TASSHIL;0;0;472121110;4719000;O;N;O;;;02/18/2026 11:30:23;0263;;0;N;N;;N;N;;N;O;;;;;N;;;;;;N
8811007;SUSPENSION DE LIGNE;88;11;007;N;;;;;17;19;3;20;;;;O;N;R;O;SUSPENSION DE LIGNE;0;;70521089900;;N;N;N;;;02/18/2026 11:30:21;0551;F;0;N;N;;N;N;;N;O;;4;3;;N;;;72;N;;N
9910003;LIGNE PREPAYE TASSHIL;99;10;003;N;;;;;83;19;16;99;;;;N;N;R;O;LIGNE PREPAYE TASSHIL;0;0;4721711110;4719000;O;N;N;;;02/18/2026 11:30:23;0263;;0;N;N;;N;N;;N;O;;;;;N;;;;;;N
8820001;CAUTION 300 DT;88;20;001;N;;;;;300;0;0;300;;;;O;N;R;O;CAUTION 300 DT;0;0;4192000;4719000;N;N;N;O;O;02/18/2026 11:30:23;0263;F;0;N;N;;N;N;;N;O;;;;;N;;;89;N;;N
8820002;CAUTION BAD 200 DT;88;20;002;N;;;;;200;0;0;200;;;;O;N;R;O;CAUTION BAD 200 DT;0;0;4192000;4719000;N;N;N;O;O;02/18/2026 11:30:23;0263;F;0;N;N;;N;N;;N;O;;;;;N;;;85;N;;N
2010001;CONTRAT POST.CALL _;20;10;001;O;;;;;0;19;0;20;;;;O;O;R;O;CONTRAT POST.CALL  ;0;0;472121110;4719000;O;N;O;;;02/18/2026 11:30:39;0551;;0;N;N;;N;N;;N;O;;;;;N;;;;;;N
8811031;SCRATCH VIRTUEL 10 DT;88;11;031;N;;;;;8;19;2;10;;;;N;N;R;O;SCRATCH VIRTUEL 10 DT;0;0;4721510090;4719000;N;N;N;;O;02/18/2026 11:30:45;0551;F;0;N;N;;N;N;;N;O;;;;;N;;;;N;;N
5030210;NOKIA 2100;50;30;210;N;;;;;152;19;29;181;N;;;O;O;R;O;NOKIA 2100;0;0;70121111ZZ;4719000;O;N;O;;O;02/18/2026 11:30:45;1269;;0;N;N;;N;N;153;N;N;11;;;;N;;;;;;N
5030510;NOKIA 5100;50;30;510;N;;;;;391;19;74;465;N;;;O;O;R;O;NOKIA 5100;0;0;70121111ZZ;4719000;O;N;O;;O;02/18/2026 11:30:45;1269;;0;N;N;;N;N;394;N;N;11;;;;N;;;;;;N
8811033;SCRATCH VIRTUEL 60 DT;88;11;033;N;;;;;50;19;10;60;;;;N;N;R;O;SCRATCH VIRTUEL 60 DT;0;0;4721510090;4719000;N;N;N;;O;02/18/2026 11:30:45;0551;F;0;N;N;;N;N;;N;O;;;;;N;;;;N;;N
8811024;FRAIS DE MIGRATION 29 DT;88;11;024;N;;;;;24;19;5;29;;;;N;N;R;O;FRAIS DE MIGRATION 29 DT;0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:30:46;0263;;0;N;N;;N;N;;N;O;;;;;N;;;;N;;N
8811025;FRAIS DE MIGRATION 58 DT;88;11;025;N;;;;;49;19;9;58;;;;N;N;R;O;FRAIS DE MIGRATION 58 DT;0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:30:46;0263;;0;N;N;;N;N;;N;O;;;;;N;;;;N;;N
8811027;FRAIS DE MIGRATION 78 DT;88;11;027;N;;;;;66;19;12;78;;;;N;N;R;O;FRAIS DE MIGRATION 78 DT;0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:30:46;0263;;0;N;N;;N;N;;N;O;;;;;N;;;;N;;N
8811028;FRAIS DE MIGRATION 80 DT;88;11;028;N;;;;;67;19;13;80;;;;N;N;R;O;FRAIS DE MIGRATION 80 DT;0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:30:46;0263;;0;N;N;;N;N;;N;O;;;;;N;;;;N;;N
8811022;REACTIVATION TASSHIL AVEC PE;88;11;022;N;;;;;59;19;11;70;;;;N;N;R;O;REACTIVATION TASSHIL AVEC PE;0;0;;4719000;N;N;N;;O;02/18/2026 11:30:46;0263;F;0;N;N;;N;N;;N;O;;;;;N;;;;N;;N
3010001;SCRATCH CARD 10 DT CAN 2004;30;10;001;N;;;;;8;19;2;10;;;;N;O;R;O;SCRATCH CARD 10 DT CAN 2004;0;0;4721510000;;O;N;N;;;02/18/2026 11:30:48;0263;;0;N;N;;N;N;;N;O;9;;;;N;;;;;;N
9911002;LIGNE SIM POST C  PERSONNEL;99;11;002;N;;;;;25;19;5;30;;;;N;N;R;O;LIGNE SIM POST C  PERSONNEL;0;0;472121110;;O;N;N;;;02/18/2026 11:30:49;0551;;0;N;N;;N;N;;N;O;;;;;N;;;;;;N
8811030;REACTIVATION TASSHIL;88;11;030;N;;;;;0;19;0;0;;;;N;N;R;O;REACTIVATION TASSHIL;0;0;;4719000;N;N;N;;O;02/18/2026 11:30:46;0263;F;0;N;N;;N;N;;N;O;;;;;N;;;;N;;N
8810002;REINTEGRATION TASSHIL;88;10;002;N;;;;;0;0;0;0;;;;N;N;R;N;REINTEGRATION TASSHIL;0;0;;;N;N;N;;;02/18/2026 11:30:50;0263;;0;N;N;;N;N;;N;O;;;;;N;;;;;;N
2010002;C  PERSONNEL;20;10;002;O;;;;;0;19;0;30;;;;O;O;R;O;C  PERSONNEL;0;0;472121110;4719000;O;N;O;;;02/18/2026 11:30:48;0551;;0;N;N;;N;N;;N;O;;;;;N;;;;;;N
1010145;SIEMENS C45;10;10;145;O;;;;;0;0;0;110;;;;O;O;R;O;SIEMENS C45;0;0;472121110;;O;N;O;;;02/18/2026 11:30:19;0263;;0;N;N;;N;N;;N;O;;;;;N;;;;;;N
1010351;NOKIA 3510;10;10;351;O;;;;;0;0;0;120;;;;O;O;R;O;NOKIA 3510;0;0;472121110;;O;N;O;;;02/18/2026 11:30:19;0551;;0;N;N;;O;N;;N;O;;;;;N;;;;;;N
1020135;SIEMENS A35;10;20;135;O;;;;;0;0;0;75;;;;O;O;R;O;SIEMENS A35;0;0;472161110;;O;N;O;;;02/18/2026 11:30:19;0263;;0;N;N;;N;N;;N;O;;;;;N;;;;;;N
1020210;SAMSUNG R210;10;20;210;O;;;;;0;0;0;258;;;;O;O;R;O;SAMSUNG R210;0;0;472161110;;O;N;O;;;02/18/2026 11:30:19;0263;;0;N;N;;N;N;;N;O;;;;;N;;;;;;N
1020331;NOKIA 3310;10;20;331;O;;;;;0;0;0;95;;;;O;O;R;O;NOKIA 3310;0;0;472161110;;O;N;O;;;02/18/2026 11:30:19;0263;;0;N;N;;N;N;;N;O;;;;;N;;;;;;N
2020000;.;20;20;000;O;;;;;0;0;0;30;;;;O;O;R;O;.;0;0;472161110;;O;N;O;;;02/18/2026 11:30:19;0263;;0;N;N;;N;N;;N;O;;4;3;;N;;;;;;N
3010000;.;30;10;000;N;;;;;8;19;2;10;;;;O;O;R;O;.;0;0;4721510000;4719000;O;N;N;;;02/18/2026 11:30:19;0263;;0;N;N;;O;N;;N;O;9;20;10;;N;;;;;;N
3060000;.;30;60;000;N;;;;;50;19;10;60;;;;O;O;R;O;.;0;0;4721510000;4719000;O;N;N;;;02/18/2026 11:30:19;0263;;0;N;N;;N;N;;N;O;9;;;;N;;;;;;N
4000000;.;40;00;000;N;;;;;1;19;0;2;;;;O;O;R;O;.;0;0;7051000001;4719000;O;N;N;;O;02/18/2026 11:30:20;0551;;0;N;N;;N;N;;N;O;7;21;11;;N;;;;;;N
3028000;.;30;28;000;N;;;;;21;19;4;25;;;;N;O;R;O;.;0;0;4721510000;4719000;O;N;N;;;02/18/2026 11:30:20;0263;;0;N;N;;N;N;;N;O;9;;;;N;;;;;;N
8811002;PAIEMENT PARTIEL FACTURE POSTP;88;11;002;N;;;;;0;0;0;0;;;;N;N;R;N;PAIEMENT PARTIEL FACTURE POSTP;0;0;;4719000;N;N;N;;O;02/18/2026 11:30:20;0263;;0;N;N;;N;N;;N;O;8;9;6;;N;;;;;;N
9910000;COMPOSANT CARTE SIM PREPAYE;99;10;000;N;;;;;4;19;1;5;;;;N;N;R;O;COMPOSANT CARTE SIM PREPAYE;0;0;4721611110;4719000;O;N;N;;;02/18/2026 11:30:20;0551;;0;N;N;;N;N;;N;O;;;;;N;;;;;;N
9920000;COMPOSANT SCRATCH CARD 10 DT;99;20;000;N;;;;;8;19;2;10;;;;N;N;R;O;COMPOSANT SCRATCH CARD 10 DT;0;0;4721510000;4719000;O;N;N;;;02/18/2026 11:30:20;0263;;0;N;N;;N;N;;N;O;;;;;N;;;;;;N
9950145;COMPOSANT PORTABLE SIEMENS C45;99;50;145;N;;;;;69;10;7;80;;;;N;N;R;O;COMPOSANT PORTABLE SIEMENS C45;0;0;70121111ZZ;4719000;O;N;N;;;02/18/2026 11:30:20;0551;;0;N;N;;N;N;;N;O;;;;;N;;;;;;N
9950210;COMPOSANT PORTABLE SAMSUNG R21;99;50;210;N;;;;;145;10;14;159;;;;N;N;R;O;COMPOSANT PORTABLE SAMSUNG R21;0;0;70121111ZZ;4719000;O;N;N;;;02/18/2026 11:30:20;0263;;0;N;N;;N;N;;N;O;;;;;N;;;;;;N
9950331;COMPOSANT PORTABLE NOKIA 3310;99;50;331;N;;;;;69;10;7;80;;;;N;N;R;O;COMPOSANT PORTABLE NOKIA 3310;0;0;70121111ZZ;4719000;O;N;N;;;02/18/2026 11:30:20;0551;;0;N;N;;N;N;;N;O;;;;;N;;;;;;N
5010135;A35;50;10;135;N;;;;;50;19;10;60;N;;;O;O;R;O;A35;0;0;70121111ZZ;4719000;O;N;O;;O;02/18/2026 11:30:20;3435;;0;N;N;;N;N;50;N;O;11;12;;N;N;;03/26/2019 00:00:00;;;;N
5010145;C45;50;10;145;N;;;;;67;19;13;80;N;;;O;O;R;O;C45;0;0;70121111ZZ;4719000;O;N;O;;O;02/18/2026 11:30:20;1544;;0;N;N;;N;N;68;N;N;11;;;;N;;;;;;N
8811037;REACTIVATION PREPAID 25 DT;88;11;037;N;;;;;21;19;4;25;;;;N;N;R;O;REACTIVATION PREPAID 25 DT;0;0;7051000003;;N;N;N;;O;02/18/2026 11:30:50;0263;F;0;N;N;;N;N;;N;O;;;;;N;;;;N;;N
8811039;FRAIS DE MIGRATION 20 DT;88;11;039;N;;;;;17;19;3;20;;;;N;N;R;O;FRAIS DE MIGRATION 20 DT;0;0;70521089900;4719000;N;N;N;;O;02/18/2026 11:30:50;0551;F;0;N;N;;N;N;;N;O;;;;;N;;;;N;;N
4000001;SWAP SIM HLR2;40;00;001;N;;;;;1;19;0;2;;;;O;O;R;O;SWAP SIM HLR2;0;0;7051000001;4719000;O;N;N;;O;02/18/2026 11:30:50;0551;;0;N;N;;N;N;;N;O;7;;;;N;;;;;;N
8820003;CAUTION 120 DT;88;20;003;N;;;;;120;0;0;120;;;;O;N;R;O;CAUTION 120 DT;0;0;4192000;4719000;N;N;N;O;O;02/18/2026 11:30:50;0263;F;0;N;N;;N;N;;N;O;;;;;N;;;86;N;;N
8820004;CAUTION 240 DT;88;20;004;N;;;;;240;0;0;240;;;;O;N;R;O;CAUTION 240 DT;0;0;4192000;4719000;N;N;N;O;O;02/18/2026 11:30:50;0263;F;0;N;N;;N;N;;N;O;;;;;N;;;88;N;;N
8820005;CAUTION 180 DT;88;20;005;N;;;;;180;0;0;180;;;;O;N;R;O;CAUTION 180 DT;0;0;4192000;4719000;N;N;N;O;O;02/18/2026 11:30:50;0263;F;0;N;N;;N;N;;N;O;;;;;N;;;87;N;;N
4000003;SWAP SIM 32K HLR1;40;00;002;N;;;;;1;19;0;2;;;;O;O;R;O;SWAP SIM 32K HLR1;0;0;7051000001;4719000;O;N;N;;O;02/18/2026 11:30:50;0551;;0;N;N;;N;N;;N;O;7;;;;N;;;;;;N
4000901;Sim Swap TWINS HLR01;40;00;901;N;;;;;42;19;8;50;;;;O;O;R;O;Sim Swap TWINS HLR01;0;0;7051000001;4719000;O;N;N;;O;02/18/2026 11:30:50;0551;;0;N;N;;N;N;;N;O;7;21;11;;N;;;;;;N
8811040;.;88;11;040;N;;;;;0;0;0;0;;;;O;N;R;O;.;0;0;;;N;N;N;;N;02/18/2026 11:30:50;0551;L;0;N;N;;N;N;;N;O;;4;3;;N;;;36;N;;N
8811041;.;88;11;041;N;;;;;0;0;0;0;;;;O;N;R;O;.;0;0;;;N;N;N;;N;02/18/2026 11:30:51;0551;L;0;N;N;;N;N;;N;O;;4;3;;N;;;35;N;;N
5030110;NOKIA 1100;50;30;110;N;;;;;61;19;11;72;N;;;O;O;R;O;NOKIA 1100;0;0;4722121110;4719000;O;O;O;;O;02/18/2026 11:30:51;1269;;0;N;N;;N;N;61;N;N;11;;;;N;;;;;;N
5030310;NOKIA 3100;50;30;310;N;;;;;125;19;24;149;N;;;O;O;R;O;NOKIA 3100;0;0;4722121110;4719000;O;O;O;;O;02/18/2026 11:30:51;1269;;0;N;N;;N;N;126;N;N;11;;;;N;;;;;;N
5070008;PORTABLE SAGEM MY 101X;50;70;008;N;;;;;30;19;6;36;N;;;O;O;R;O;PORTABLE SAGEM MY 101X;0;0;4722121110;4719000;O;O;O;;O;02/18/2026 11:31:00;1269;;0;N;N;;N;N;31;N;N;11;;;;N;;;;;;N
9910001;SIM TOURIST LINE;99;10;001;N;;;;;4;19;1;5;;;;N;N;R;O;SIM TOURIST LINE;0;0;4722121110;4719000;O;N;N;;;02/18/2026 11:31:00;0551;;0;N;N;;N;N;;N;O;;;;;N;;;;;;N
5020160;PORTABLE SAMSUNG X160;50;20;160;N;;;;;101;19;19;120;N;;;O;O;R;O;PORTABLE SAMSUNG X160;0;0;4722121110;4719000;O;O;O;;O;02/18/2026 11:31:00;1544;;0;N;N;;N;N;102;N;N;11;;;;N;;;;;;N
5040259;PORTABLE Alcatel OT259;50;40;259;N;;;;;75;19;14;89;N;;;O;O;R;O;PORTABLE Alcatel OT259;0;0;4722121110;4719000;O;O;O;;O;02/18/2026 11:31:00;1554;;0;N;N;;N;N;75;N;N;11;;;N;N;;06/27/2019 00:00:00;;;;N
7020008;KIT BLUETOOTH MOTOROLA H700;70;20;008;N;;;;;88;12;11;99;;;;O;O;R;O;KIT BLUETOOTH MOTOROLA H700;0;0;4722121110;4719000;O;O;N;;N;02/18/2026 11:31:02;1554;;0;N;N;;N;N;;N;O;21;;;;N;;;;;;N
5020670;PORTABLE SAMSUNG SGH X670;50;20;670;N;;;;;234;19;45;279;N;;;O;O;R;O;PORTABLE SAMSUNG SGH X670;0;0;4722121110;4719000;O;O;O;;O;02/18/2026 11:31:02;1269;;0;N;N;;N;N;236;N;N;11;;;;N;;;;;;N
5090520;PORTABLE SONY ERICSSON Z520i BT;50;90;520;N;;;;;260;19;49;309;N;;;O;O;R;O;PORTABLE SONY ERICSSON Z520i BT;0;0;4722121110;4719000;O;O;O;;O;02/18/2026 11:31:02;1269;;0;N;N;;N;N;262;N;N;11;;;;N;;;;;;N
5040160;PORTABLE ALCATEL OT-160;50;40;160;N;;;;;80;19;15;95;N;;;O;O;R;O;PORTABLE ALCATEL OT-160;0;0;4722121110;4719000;O;O;O;;O;02/18/2026 11:31:02;3435;;0;N;N;;N;N;80;N;N;11;;;N;O;;;;;;N
5030113;PORTABLE NOKIA 1112;50;30;113;N;;;;;52;19;10;62;;;;O;O;R;O;PORTABLE NOKIA 1112;0;0;4722121110;4719000;O;O;O;;O;02/18/2026 11:31:03;1554;;0;N;N;;N;N;53;N;O;11;;;;N;;;;;;N
5030633;PORTABLE NOKIA 6233;50;30;633;N;;;;;298;19;57;355;N;;;O;O;R;O;PORTABLE NOKIA 6233;0;0;4722121110;4719000;O;O;O;;O;02/18/2026 11:31:03;1269;;0;N;N;;N;N;301;N;N;11;;;;N;;;;;;N
5080014;PORTABLE LG G1600;50;80;014;N;;;;;83;19;16;99;N;;;O;O;R;O;PORTABLE LG G1600;0;0;4722121110;4719000;O;O;O;;O;02/18/2026 11:31:03;1269;;0;N;N;;N;N;84;N;N;11;;;;N;;;;;;N
5030050;PORTABLE NOKIA E50;50;30;050;N;;;;;346;19;66;412;N;;;O;O;R;O;PORTABLE NOKIA E50;0;0;4722121110;4719000;O;O;O;;O;02/18/2026 11:31:03;1269;;0;N;N;;N;N;349;N;N;11;;;;N;;;;;;N
5030071;PORTABLE NOKIA E70;50;30;071;N;;;;;621;19;118;739;N;;;O;O;R;O;PORTABLE NOKIA E70;0;0;4722121110;4719000;O;O;O;;O;02/18/2026 11:31:03;1269;;0;N;N;;N;N;626;N;N;11;;;;N;;;;;;N
5030611;PORTABLE NOKIA 6111;50;30;611;N;;;;;268;19;51;319;N;;;O;O;R;O;PORTABLE NOKIA 6111;0;0;4722121110;4719000;O;O;O;;O;02/18/2026 11:29:49;1269;;0;N;N;;N;N;270;N;N;11;;;;N;;;;;;N
5030931;PORTABLE NOKIA 9300i;50;30;931;N;;;;;764;19;145;909;N;;;O;O;R;O;PORTABLE NOKIA 9300i;0;0;4722121110;4719000;O;O;O;;O;02/18/2026 11:29:49;1269;;0;N;N;;N;N;770;N;N;11;;;;N;;;;;;N
5060006;PORTABLE MOTOROLA L6;50;60;006;N;;;;;150;19;29;179;N;;;O;O;R;O;PORTABLE MOTOROLA L6;0;0;4722121110;4719000;O;O;O;;O;02/18/2026 11:29:50;1269;;0;N;N;;O;N;152;N;N;11;;;;N;;;;;;N
5060118;PORTABLE MOTOROLA L7;50;60;007;N;;;;;41;19;8;49;N;;;O;O;R;O;PORTABLE MOTOROLA L7;0;0;4722121110;4719000;O;O;O;;O;02/18/2026 11:29:50;1269;;0;N;N;;N;N;42;N;N;11;;;;N;;;;;;N
5060139;PORTABLE MOTOROLA C139;50;60;139;N;;;;;66;19;13;79;N;;;O;O;R;O;PORTABLE MOTOROLA C139;0;0;4722121110;4719000;O;O;O;;O;02/18/2026 11:29:50;1269;;0;N;N;;N;N;67;N;N;11;;;;N;;;;;;N
5060261;PORTABLE MOTOROLA C261;50;60;261;N;;;;;134;19;25;159;N;;;O;O;R;O;PORTABLE MOTOROLA C261;0;0;4722121110;4719000;O;O;O;;O;02/18/2026 11:29:50;1269;;0;N;N;;N;N;135;N;N;11;;;;N;;;;;;N
5060003;PORTABLE MOTOROLA V3i;50;60;003;N;;;;;264;19;50;314;N;;;O;O;R;O;PORTABLE MOTOROLA V3i;0;0;4722121110;4719000;O;O;O;;O;02/18/2026 11:29:51;1269;;0;N;N;;N;N;266;N;N;11;;;;N;;;;;;N
5090521;PORTABLE SONY ERICSSON Z520i;50;90;521;N;;;;;251;19;48;299;N;;;O;O;R;O;PORTABLE SONY ERICSSON Z520i;0;0;4722121110;4719000;O;O;O;;O;02/18/2026 11:29:51;1269;;0;N;N;;N;N;253;N;N;11;;;;N;;;;;;N
5090701;PORTABLE SONY ERICSSON W700i BT;50;90;701;N;;;;;419;19;80;499;N;;;O;O;R;O;PORTABLE SONY ERICSSON W700i BT;0;0;4722121110;4719000;O;O;O;;O;02/18/2026 11:29:51;1269;;0;N;N;;N;N;423;N;N;11;;;;N;;;;;;N
5080019;PORTABLE LG S5200;50;80;019;N;;;;;201;19;38;239;N;;;O;O;R;O;PORTABLE LG S5200;0;0;4722121110;4719000;O;O;O;;O;02/18/2026 11:29:51;1269;;0;N;N;;N;N;203;N;N;11;;;;N;;;;;;N
